# activity_index; type; from_event; to_event; lower_bound; upper_bound
1493; "change"; 212; 365; 3; 62
1494; "change"; 212; 381; 3; 62
1495; "change"; 214; 91; 3; 62
1496; "change"; 214; 103; 3; 62
1497; "change"; 214; 107; 3; 62
1498; "change"; 214; 119; 3; 62
1499; "change"; 214; 157; 3; 62
1500; "change"; 214; 161; 3; 62
1501; "change"; 216; 105; 3; 62
1502; "change"; 216; 117; 3; 62
1503; "change"; 216; 159; 3; 62
1504; "change"; 218; 3; 3; 62
1505; "change"; 218; 23; 3; 62
1506; "change"; 218; 59; 3; 62
1507; "change"; 218; 79; 3; 62
1508; "change"; 220; 5; 3; 62
1509; "change"; 220; 25; 3; 62
1510; "change"; 220; 57; 3; 62
1511; "change"; 220; 77; 3; 62
1512; "change"; 220; 333; 3; 62
1513; "change"; 220; 349; 3; 62
1514; "change"; 220; 373; 3; 62
1515; "change"; 220; 389; 3; 62
1516; "change"; 222; 15; 3; 62
1517; "change"; 222; 35; 3; 62
1518; "change"; 222; 47; 3; 62
1519; "change"; 222; 67; 3; 62
1520; "change"; 222; 241; 3; 62
1521; "change"; 222; 253; 3; 62
1522; "change"; 222; 265; 3; 62
1523; "change"; 222; 273; 3; 62
1524; "change"; 222; 285; 3; 62
1525; "change"; 222; 297; 3; 62
1526; "change"; 222; 309; 3; 62
1527; "change"; 222; 325; 3; 62
1528; "change"; 222; 335; 3; 62
1529; "change"; 222; 351; 3; 62
1530; "change"; 222; 371; 3; 62
1531; "change"; 222; 387; 3; 62
1532; "change"; 224; 17; 3; 62
1533; "change"; 224; 37; 3; 62
1534; "change"; 224; 45; 3; 62
1535; "change"; 224; 65; 3; 62
1536; "change"; 224; 85; 3; 62
1537; "change"; 224; 97; 3; 62
1538; "change"; 224; 113; 3; 62
1539; "change"; 224; 125; 3; 62
1540; "change"; 224; 133; 3; 62
1541; "change"; 224; 145; 3; 62
1542; "change"; 224; 239; 3; 62
1543; "change"; 224; 251; 3; 62
1544; "change"; 224; 263; 3; 62
1545; "change"; 224; 275; 3; 62
1546; "change"; 224; 287; 3; 62
1547; "change"; 224; 299; 3; 62
1548; "change"; 224; 311; 3; 62
1549; "change"; 224; 323; 3; 62
1550; "change"; 224; 337; 3; 62
1551; "change"; 224; 353; 3; 62
1552; "change"; 224; 369; 3; 62
1553; "change"; 224; 385; 3; 62
1554; "change"; 226; 87; 3; 62
1555; "change"; 226; 99; 3; 62
1556; "change"; 226; 111; 3; 62
1557; "change"; 226; 123; 3; 62
1558; "change"; 226; 135; 3; 62
1559; "change"; 226; 143; 3; 62
1560; "change"; 226; 153; 3; 62
1561; "change"; 226; 165; 3; 62
1562; "change"; 226; 237; 3; 62
1563; "change"; 226; 249; 3; 62
1564; "change"; 226; 261; 3; 62
1565; "change"; 226; 277; 3; 62
1566; "change"; 226; 289; 3; 62
1567; "change"; 226; 301; 3; 62
1568; "change"; 226; 313; 3; 62
1569; "change"; 226; 321; 3; 62
1570; "change"; 226; 339; 3; 62
1571; "change"; 226; 355; 3; 62
1572; "change"; 226; 367; 3; 62
1573; "change"; 226; 383; 3; 62
1574; "change"; 228; 89; 3; 62
1575; "change"; 228; 101; 3; 62
1576; "change"; 228; 109; 3; 62
1577; "change"; 228; 121; 3; 62
1578; "change"; 228; 155; 3; 62
1579; "change"; 228; 163; 3; 62
1580; "change"; 228; 341; 3; 62
1581; "change"; 228; 357; 3; 62
1582; "change"; 228; 365; 3; 62
1583; "change"; 228; 381; 3; 62
1584; "change"; 230; 91; 3; 62
1585; "change"; 230; 103; 3; 62
1586; "change"; 230; 107; 3; 62
1587; "change"; 230; 119; 3; 62
1588; "change"; 230; 157; 3; 62
1589; "change"; 230; 161; 3; 62
1590; "change"; 232; 105; 3; 62
1591; "change"; 232; 117; 3; 62
1592; "change"; 232; 159; 3; 62
1593; "change"; 236; 87; 3; 62
1594; "change"; 236; 99; 3; 62
1595; "change"; 236; 111; 3; 62
1596; "change"; 236; 123; 3; 62
1597; "change"; 236; 135; 3; 62
1598; "change"; 236; 143; 3; 62
1599; "change"; 236; 153; 3; 62
1600; "change"; 236; 165; 3; 62
1601; "change"; 236; 175; 3; 62
1602; "change"; 236; 191; 3; 62
1603; "change"; 236; 211; 3; 62
1604; "change"; 236; 227; 3; 62
1605; "change"; 236; 313; 3; 62
1606; "change"; 236; 321; 3; 62
1607; "change"; 236; 339; 3; 62
1608; "change"; 236; 355; 3; 62
1609; "change"; 236; 367; 3; 62
1610; "change"; 236; 383; 3; 62
1611; "change"; 238; 17; 3; 62
1612; "change"; 238; 37; 3; 62
1613; "change"; 238; 45; 3; 62
1614; "change"; 238; 65; 3; 62
1615; "change"; 238; 85; 3; 62
1616; "change"; 238; 97; 3; 62
1617; "change"; 238; 113; 3; 62
1618; "change"; 238; 125; 3; 62
1619; "change"; 238; 133; 3; 62
1620; "change"; 238; 145; 3; 62
1621; "change"; 238; 177; 3; 62
1622; "change"; 238; 193; 3; 62
1623; "change"; 238; 209; 3; 62
1624; "change"; 238; 225; 3; 62
1625; "change"; 238; 311; 3; 62
1626; "change"; 238; 323; 3; 62
1627; "change"; 238; 337; 3; 62
1628; "change"; 238; 353; 3; 62
1629; "change"; 238; 369; 3; 62
1630; "change"; 238; 385; 3; 62
1631; "change"; 240; 15; 3; 62
1632; "change"; 240; 35; 3; 62
1633; "change"; 240; 47; 3; 62
1634; "change"; 240; 67; 3; 62
1635; "change"; 240; 179; 3; 62
1636; "change"; 240; 195; 3; 62
1637; "change"; 240; 207; 3; 62
1638; "change"; 240; 223; 3; 62
1639; "change"; 240; 309; 3; 62
1640; "change"; 240; 325; 3; 62
1641; "change"; 240; 335; 3; 62
1642; "change"; 240; 351; 3; 62
1643; "change"; 240; 371; 3; 62
1644; "change"; 240; 387; 3; 62
1645; "change"; 248; 87; 3; 62
1646; "change"; 248; 99; 3; 62
1647; "change"; 248; 111; 3; 62
1648; "change"; 248; 123; 3; 62
1649; "change"; 248; 135; 3; 62
1650; "change"; 248; 143; 3; 62
1651; "change"; 248; 153; 3; 62
1652; "change"; 248; 165; 3; 62
1653; "change"; 248; 175; 3; 62
1654; "change"; 248; 191; 3; 62
1655; "change"; 248; 211; 3; 62
1656; "change"; 248; 227; 3; 62
1657; "change"; 248; 313; 3; 62
1658; "change"; 248; 321; 3; 62
1659; "change"; 248; 339; 3; 62
1660; "change"; 248; 355; 3; 62
1661; "change"; 248; 367; 3; 62
1662; "change"; 248; 383; 3; 62
1663; "change"; 250; 17; 3; 62
1664; "change"; 250; 37; 3; 62
1665; "change"; 250; 45; 3; 62
1666; "change"; 250; 65; 3; 62
1667; "change"; 250; 85; 3; 62
1668; "change"; 250; 97; 3; 62
1669; "change"; 250; 113; 3; 62
1670; "change"; 250; 125; 3; 62
1671; "change"; 250; 133; 3; 62
1672; "change"; 250; 145; 3; 62
1673; "change"; 250; 177; 3; 62
1674; "change"; 250; 193; 3; 62
1675; "change"; 250; 209; 3; 62
1676; "change"; 250; 225; 3; 62
1677; "change"; 250; 311; 3; 62
1678; "change"; 250; 323; 3; 62
1679; "change"; 250; 337; 3; 62
1680; "change"; 250; 353; 3; 62
1681; "change"; 250; 369; 3; 62
1682; "change"; 250; 385; 3; 62
1683; "change"; 252; 15; 3; 62
1684; "change"; 252; 35; 3; 62
1685; "change"; 252; 47; 3; 62
1686; "change"; 252; 67; 3; 62
1687; "change"; 252; 179; 3; 62
1688; "change"; 252; 195; 3; 62
1689; "change"; 252; 207; 3; 62
1690; "change"; 252; 223; 3; 62
1691; "change"; 252; 309; 3; 62
1692; "change"; 252; 325; 3; 62
1693; "change"; 252; 335; 3; 62
1694; "change"; 252; 351; 3; 62
1695; "change"; 252; 371; 3; 62
1696; "change"; 252; 387; 3; 62
1697; "change"; 260; 87; 3; 62
1698; "change"; 260; 99; 3; 62
1699; "change"; 260; 111; 3; 62
1700; "change"; 260; 123; 3; 62
1701; "change"; 260; 135; 3; 62
1702; "change"; 260; 143; 3; 62
1703; "change"; 260; 153; 3; 62
1704; "change"; 260; 165; 3; 62
1705; "change"; 260; 175; 3; 62
1706; "change"; 260; 191; 3; 62
1707; "change"; 260; 211; 3; 62
1708; "change"; 260; 227; 3; 62
1709; "change"; 260; 313; 3; 62
1710; "change"; 260; 321; 3; 62
1711; "change"; 260; 339; 3; 62
1712; "change"; 260; 355; 3; 62
1713; "change"; 260; 367; 3; 62
1714; "change"; 260; 383; 3; 62
1715; "change"; 262; 17; 3; 62
1716; "change"; 262; 37; 3; 62
1717; "change"; 262; 45; 3; 62
1718; "change"; 262; 65; 3; 62
1719; "change"; 262; 85; 3; 62
1720; "change"; 262; 97; 3; 62
1721; "change"; 262; 113; 3; 62
1722; "change"; 262; 125; 3; 62
1723; "change"; 262; 133; 3; 62
1724; "change"; 262; 145; 3; 62
1725; "change"; 262; 177; 3; 62
1726; "change"; 262; 193; 3; 62
1727; "change"; 262; 209; 3; 62
1728; "change"; 262; 225; 3; 62
1729; "change"; 262; 311; 3; 62
1730; "change"; 262; 323; 3; 62
1731; "change"; 262; 337; 3; 62
1732; "change"; 262; 353; 3; 62
1733; "change"; 262; 369; 3; 62
1734; "change"; 262; 385; 3; 62
1735; "change"; 264; 15; 3; 62
1736; "change"; 264; 35; 3; 62
1737; "change"; 264; 47; 3; 62
1738; "change"; 264; 67; 3; 62
1739; "change"; 264; 179; 3; 62
1740; "change"; 264; 195; 3; 62
1741; "change"; 264; 207; 3; 62
1742; "change"; 264; 223; 3; 62
1743; "change"; 264; 309; 3; 62
1744; "change"; 264; 325; 3; 62
1745; "change"; 264; 335; 3; 62
1746; "change"; 264; 351; 3; 62
1747; "change"; 264; 371; 3; 62
1748; "change"; 264; 387; 3; 62
1749; "change"; 272; 15; 3; 62
1750; "change"; 272; 35; 3; 62
1751; "change"; 272; 47; 3; 62
1752; "change"; 272; 67; 3; 62
1753; "change"; 272; 179; 3; 62
1754; "change"; 272; 195; 3; 62
1755; "change"; 272; 207; 3; 62
1756; "change"; 272; 223; 3; 62
1757; "change"; 272; 309; 3; 62
1758; "change"; 272; 325; 3; 62
1759; "change"; 272; 335; 3; 62
1760; "change"; 272; 351; 3; 62
1761; "change"; 272; 371; 3; 62
1762; "change"; 272; 387; 3; 62
1763; "change"; 274; 17; 3; 62
1764; "change"; 274; 37; 3; 62
1765; "change"; 274; 45; 3; 62
1766; "change"; 274; 65; 3; 62
1767; "change"; 274; 85; 3; 62
1768; "change"; 274; 97; 3; 62
1769; "change"; 274; 113; 3; 62
1770; "change"; 274; 125; 3; 62
1771; "change"; 274; 133; 3; 62
1772; "change"; 274; 145; 3; 62
1773; "change"; 274; 177; 3; 62
1774; "change"; 274; 193; 3; 62
1775; "change"; 274; 209; 3; 62
1776; "change"; 274; 225; 3; 62
1777; "change"; 274; 311; 3; 62
1778; "change"; 274; 323; 3; 62
1779; "change"; 274; 337; 3; 62
1780; "change"; 274; 353; 3; 62
1781; "change"; 274; 369; 3; 62
1782; "change"; 274; 385; 3; 62
1783; "change"; 276; 87; 3; 62
1784; "change"; 276; 99; 3; 62
1785; "change"; 276; 111; 3; 62
1786; "change"; 276; 123; 3; 62
1787; "change"; 276; 135; 3; 62
1788; "change"; 276; 143; 3; 62
1789; "change"; 276; 153; 3; 62
1790; "change"; 276; 165; 3; 62
1791; "change"; 276; 175; 3; 62
1792; "change"; 276; 191; 3; 62
1793; "change"; 276; 211; 3; 62
1794; "change"; 276; 227; 3; 62
1795; "change"; 276; 313; 3; 62
1796; "change"; 276; 321; 3; 62
1797; "change"; 276; 339; 3; 62
1798; "change"; 276; 355; 3; 62
1799; "change"; 276; 367; 3; 62
1800; "change"; 276; 383; 3; 62
1801; "change"; 284; 15; 3; 62
1802; "change"; 284; 35; 3; 62
1803; "change"; 284; 47; 3; 62
1804; "change"; 284; 67; 3; 62
1805; "change"; 284; 179; 3; 62
1806; "change"; 284; 195; 3; 62
1807; "change"; 284; 207; 3; 62
1808; "change"; 284; 223; 3; 62
1809; "change"; 284; 309; 3; 62
1810; "change"; 284; 325; 3; 62
1811; "change"; 284; 335; 3; 62
1812; "change"; 284; 351; 3; 62
1813; "change"; 284; 371; 3; 62
1814; "change"; 284; 387; 3; 62
1815; "change"; 286; 17; 3; 62
1816; "change"; 286; 37; 3; 62
1817; "change"; 286; 45; 3; 62
1818; "change"; 286; 65; 3; 62
1819; "change"; 286; 85; 3; 62
1820; "change"; 286; 97; 3; 62
1821; "change"; 286; 113; 3; 62
1822; "change"; 286; 125; 3; 62
1823; "change"; 286; 133; 3; 62
1824; "change"; 286; 145; 3; 62
1825; "change"; 286; 177; 3; 62
1826; "change"; 286; 193; 3; 62
1827; "change"; 286; 209; 3; 62
1828; "change"; 286; 225; 3; 62
1829; "change"; 286; 311; 3; 62
1830; "change"; 286; 323; 3; 62
1831; "change"; 286; 337; 3; 62
1832; "change"; 286; 353; 3; 62
1833; "change"; 286; 369; 3; 62
1834; "change"; 286; 385; 3; 62
1835; "change"; 288; 87; 3; 62
1836; "change"; 288; 99; 3; 62
1837; "change"; 288; 111; 3; 62
1838; "change"; 288; 123; 3; 62
1839; "change"; 288; 135; 3; 62
1840; "change"; 288; 143; 3; 62
1841; "change"; 288; 153; 3; 62
1842; "change"; 288; 165; 3; 62
1843; "change"; 288; 175; 3; 62
1844; "change"; 288; 191; 3; 62
1845; "change"; 288; 211; 3; 62
1846; "change"; 288; 227; 3; 62
1847; "change"; 288; 313; 3; 62
1848; "change"; 288; 321; 3; 62
1849; "change"; 288; 339; 3; 62
1850; "change"; 288; 355; 3; 62
1851; "change"; 288; 367; 3; 62
1852; "change"; 288; 383; 3; 62
1853; "change"; 296; 15; 3; 62
1854; "change"; 296; 35; 3; 62
1855; "change"; 296; 47; 3; 62
1856; "change"; 296; 67; 3; 62
1857; "change"; 296; 179; 3; 62
1858; "change"; 296; 195; 3; 62
1859; "change"; 296; 207; 3; 62
1860; "change"; 296; 223; 3; 62
1861; "change"; 296; 309; 3; 62
1862; "change"; 296; 325; 3; 62
1863; "change"; 296; 335; 3; 62
1864; "change"; 296; 351; 3; 62
1865; "change"; 296; 371; 3; 62
1866; "change"; 296; 387; 3; 62
1867; "change"; 298; 17; 3; 62
1868; "change"; 298; 37; 3; 62
1869; "change"; 298; 45; 3; 62
1870; "change"; 298; 65; 3; 62
1871; "change"; 298; 85; 3; 62
1872; "change"; 298; 97; 3; 62
1873; "change"; 298; 113; 3; 62
1874; "change"; 298; 125; 3; 62
1875; "change"; 298; 133; 3; 62
1876; "change"; 298; 145; 3; 62
1877; "change"; 298; 177; 3; 62
1878; "change"; 298; 193; 3; 62
1879; "change"; 298; 209; 3; 62
1880; "change"; 298; 225; 3; 62
1881; "change"; 298; 311; 3; 62
1882; "change"; 298; 323; 3; 62
1883; "change"; 298; 337; 3; 62
1884; "change"; 298; 353; 3; 62
1885; "change"; 298; 369; 3; 62
1886; "change"; 298; 385; 3; 62
1887; "change"; 300; 87; 3; 62
1888; "change"; 300; 99; 3; 62
1889; "change"; 300; 111; 3; 62
1890; "change"; 300; 123; 3; 62
1891; "change"; 300; 135; 3; 62
1892; "change"; 300; 143; 3; 62
1893; "change"; 300; 153; 3; 62
1894; "change"; 300; 165; 3; 62
1895; "change"; 300; 175; 3; 62
1896; "change"; 300; 191; 3; 62
1897; "change"; 300; 211; 3; 62
1898; "change"; 300; 227; 3; 62
1899; "change"; 300; 313; 3; 62
1900; "change"; 300; 321; 3; 62
1901; "change"; 300; 339; 3; 62
1902; "change"; 300; 355; 3; 62
1903; "change"; 300; 367; 3; 62
1904; "change"; 300; 383; 3; 62
1905; "change"; 306; 13; 3; 62
1906; "change"; 306; 33; 3; 62
1907; "change"; 306; 49; 3; 62
1908; "change"; 306; 69; 3; 62
1909; "change"; 308; 15; 3; 62
1910; "change"; 308; 35; 3; 62
1911; "change"; 308; 47; 3; 62
1912; "change"; 308; 67; 3; 62
1913; "change"; 308; 179; 3; 62
1914; "change"; 308; 195; 3; 62
1915; "change"; 308; 207; 3; 62
1916; "change"; 308; 223; 3; 62
1917; "change"; 308; 241; 3; 62
1918; "change"; 308; 253; 3; 62
1919; "change"; 308; 265; 3; 62
1920; "change"; 308; 273; 3; 62
1921; "change"; 308; 285; 3; 62
1922; "change"; 308; 297; 3; 62
1923; "change"; 308; 335; 3; 62
1924; "change"; 308; 351; 3; 62
1925; "change"; 308; 371; 3; 62
1926; "change"; 308; 387; 3; 62
1927; "change"; 310; 17; 3; 62
1928; "change"; 310; 37; 3; 62
1929; "change"; 310; 45; 3; 62
1930; "change"; 310; 65; 3; 62
1931; "change"; 310; 85; 3; 62
1932; "change"; 310; 97; 3; 62
1933; "change"; 310; 113; 3; 62
1934; "change"; 310; 125; 3; 62
1935; "change"; 310; 133; 3; 62
1936; "change"; 310; 145; 3; 62
1937; "change"; 310; 177; 3; 62
1938; "change"; 310; 193; 3; 62
1939; "change"; 310; 209; 3; 62
1940; "change"; 310; 225; 3; 62
1941; "change"; 310; 239; 3; 62
1942; "change"; 310; 251; 3; 62
1943; "change"; 310; 263; 3; 62
1944; "change"; 310; 275; 3; 62
1945; "change"; 310; 287; 3; 62
1946; "change"; 310; 299; 3; 62
1947; "change"; 310; 337; 3; 62
1948; "change"; 310; 353; 3; 62
1949; "change"; 310; 369; 3; 62
1950; "change"; 310; 385; 3; 62
1951; "change"; 312; 87; 3; 62
1952; "change"; 312; 99; 3; 62
1953; "change"; 312; 111; 3; 62
1954; "change"; 312; 123; 3; 62
1955; "change"; 312; 135; 3; 62
1956; "change"; 312; 143; 3; 62
1957; "change"; 312; 153; 3; 62
1958; "change"; 312; 165; 3; 62
1959; "change"; 312; 175; 3; 62
1960; "change"; 312; 191; 3; 62
1961; "change"; 312; 211; 3; 62
1962; "change"; 312; 227; 3; 62
1963; "change"; 312; 237; 3; 62
1964; "change"; 312; 249; 3; 62
1965; "change"; 312; 261; 3; 62
1966; "change"; 312; 277; 3; 62
1967; "change"; 312; 289; 3; 62
1968; "change"; 312; 301; 3; 62
1969; "change"; 312; 339; 3; 62
1970; "change"; 312; 355; 3; 62
1971; "change"; 312; 367; 3; 62
1972; "change"; 312; 383; 3; 62
1973; "change"; 314; 137; 3; 62
1974; "change"; 314; 141; 3; 62
1975; "change"; 314; 151; 3; 62
1976; "change"; 314; 167; 3; 62
1977; "change"; 316; 139; 3; 62
1978; "change"; 316; 149; 3; 62
1979; "change"; 318; 137; 3; 62
1980; "change"; 318; 141; 3; 62
1981; "change"; 318; 151; 3; 62
1982; "change"; 318; 167; 3; 62
1983; "change"; 320; 87; 3; 62
1984; "change"; 320; 99; 3; 62
1985; "change"; 320; 111; 3; 62
1986; "change"; 320; 123; 3; 62
1987; "change"; 320; 135; 3; 62
1988; "change"; 320; 143; 3; 62
1989; "change"; 320; 153; 3; 62
1990; "change"; 320; 165; 3; 62
1991; "change"; 320; 175; 3; 62
1992; "change"; 320; 191; 3; 62
1993; "change"; 320; 211; 3; 62
1994; "change"; 320; 227; 3; 62
1995; "change"; 320; 237; 3; 62
1996; "change"; 320; 249; 3; 62
1997; "change"; 320; 261; 3; 62
1998; "change"; 320; 277; 3; 62
1999; "change"; 320; 289; 3; 62
2000; "change"; 320; 301; 3; 62
2001; "change"; 320; 339; 3; 62
2002; "change"; 320; 355; 3; 62
2003; "change"; 320; 367; 3; 62
2004; "change"; 320; 383; 3; 62
2005; "change"; 322; 17; 3; 62
2006; "change"; 322; 37; 3; 62
2007; "change"; 322; 45; 3; 62
2008; "change"; 322; 65; 3; 62
2009; "change"; 322; 85; 3; 62
2010; "change"; 322; 97; 3; 62
2011; "change"; 322; 113; 3; 62
2012; "change"; 322; 125; 3; 62
2013; "change"; 322; 133; 3; 62
2014; "change"; 322; 145; 3; 62
2015; "change"; 322; 177; 3; 62
2016; "change"; 322; 193; 3; 62
2017; "change"; 322; 209; 3; 62
2018; "change"; 322; 225; 3; 62
2019; "change"; 322; 239; 3; 62
2020; "change"; 322; 251; 3; 62
2021; "change"; 322; 263; 3; 62
2022; "change"; 322; 275; 3; 62
2023; "change"; 322; 287; 3; 62
2024; "change"; 322; 299; 3; 62
2025; "change"; 322; 337; 3; 62
2026; "change"; 322; 353; 3; 62
2027; "change"; 322; 369; 3; 62
2028; "change"; 322; 385; 3; 62
2029; "change"; 324; 15; 3; 62
2030; "change"; 324; 35; 3; 62
2031; "change"; 324; 47; 3; 62
2032; "change"; 324; 67; 3; 62
2033; "change"; 324; 179; 3; 62
2034; "change"; 324; 195; 3; 62
2035; "change"; 324; 207; 3; 62
2036; "change"; 324; 223; 3; 62
2037; "change"; 324; 241; 3; 62
2038; "change"; 324; 253; 3; 62
2039; "change"; 324; 265; 3; 62
2040; "change"; 324; 273; 3; 62
2041; "change"; 324; 285; 3; 62
2042; "change"; 324; 297; 3; 62
2043; "change"; 324; 335; 3; 62
2044; "change"; 324; 351; 3; 62
2045; "change"; 324; 371; 3; 62
2046; "change"; 324; 387; 3; 62
2047; "change"; 326; 13; 3; 62
2048; "change"; 326; 33; 3; 62
2049; "change"; 326; 49; 3; 62
2050; "change"; 326; 69; 3; 62
2051; "change"; 328; 11; 3; 62
2052; "change"; 328; 31; 3; 62
2053; "change"; 328; 51; 3; 62
2054; "change"; 328; 71; 3; 62
2055; "change"; 330; 7; 3; 62
2056; "change"; 330; 27; 3; 62
2057; "change"; 330; 55; 3; 62
2058; "change"; 330; 75; 3; 62
2059; "change"; 332; 5; 3; 62
2060; "change"; 332; 25; 3; 62
2061; "change"; 332; 57; 3; 62
2062; "change"; 332; 77; 3; 62
2063; "change"; 332; 181; 3; 62
2064; "change"; 332; 197; 3; 62
2065; "change"; 332; 205; 3; 62
2066; "change"; 332; 221; 3; 62
2067; "change"; 334; 15; 3; 62
2068; "change"; 334; 35; 3; 62
2069; "change"; 334; 47; 3; 62
2070; "change"; 334; 67; 3; 62
2071; "change"; 334; 179; 3; 62
2072; "change"; 334; 195; 3; 62
2073; "change"; 334; 207; 3; 62
2074; "change"; 334; 223; 3; 62
2075; "change"; 334; 241; 3; 62
2076; "change"; 334; 253; 3; 62
2077; "change"; 334; 265; 3; 62
2078; "change"; 334; 273; 3; 62
2079; "change"; 334; 285; 3; 62
2080; "change"; 334; 297; 3; 62
2081; "change"; 334; 309; 3; 62
2082; "change"; 334; 325; 3; 62
2083; "change"; 336; 17; 3; 62
2084; "change"; 336; 37; 3; 62
2085; "change"; 336; 45; 3; 62
2086; "change"; 336; 65; 3; 62
2087; "change"; 336; 85; 3; 62
2088; "change"; 336; 97; 3; 62
2089; "change"; 336; 113; 3; 62
2090; "change"; 336; 125; 3; 62
2091; "change"; 336; 133; 3; 62
2092; "change"; 336; 145; 3; 62
2093; "change"; 336; 177; 3; 62
2094; "change"; 336; 193; 3; 62
2095; "change"; 336; 209; 3; 62
2096; "change"; 336; 225; 3; 62
2097; "change"; 336; 239; 3; 62
2098; "change"; 336; 251; 3; 62
2099; "change"; 336; 263; 3; 62
2100; "change"; 336; 275; 3; 62
2101; "change"; 336; 287; 3; 62
2102; "change"; 336; 299; 3; 62
2103; "change"; 336; 311; 3; 62
2104; "change"; 336; 323; 3; 62
2105; "change"; 338; 87; 3; 62
2106; "change"; 338; 99; 3; 62
2107; "change"; 338; 111; 3; 62
2108; "change"; 338; 123; 3; 62
2109; "change"; 338; 135; 3; 62
2110; "change"; 338; 143; 3; 62
2111; "change"; 338; 153; 3; 62
2112; "change"; 338; 165; 3; 62
2113; "change"; 338; 175; 3; 62
2114; "change"; 338; 191; 3; 62
2115; "change"; 338; 211; 3; 62
2116; "change"; 338; 227; 3; 62
2117; "change"; 338; 237; 3; 62
2118; "change"; 338; 249; 3; 62
2119; "change"; 338; 261; 3; 62
2120; "change"; 338; 277; 3; 62
2121; "change"; 338; 289; 3; 62
2122; "change"; 338; 301; 3; 62
2123; "change"; 338; 313; 3; 62
2124; "change"; 338; 321; 3; 62
2125; "change"; 340; 89; 3; 62
2126; "change"; 340; 101; 3; 62
2127; "change"; 340; 109; 3; 62
2128; "change"; 340; 121; 3; 62
2129; "change"; 340; 155; 3; 62
2130; "change"; 340; 163; 3; 62
2131; "change"; 340; 173; 3; 62
2132; "change"; 340; 189; 3; 62
2133; "change"; 340; 213; 3; 62
2134; "change"; 340; 229; 3; 62
2135; "change"; 346; 7; 3; 62
2136; "change"; 346; 27; 3; 62
2137; "change"; 346; 55; 3; 62
2138; "change"; 346; 75; 3; 62
2139; "change"; 348; 5; 3; 62
2140; "change"; 348; 25; 3; 62
2141; "change"; 348; 57; 3; 62
2142; "change"; 348; 77; 3; 62
2143; "change"; 348; 181; 3; 62
2144; "change"; 348; 197; 3; 62
2145; "change"; 348; 205; 3; 62
2146; "change"; 348; 221; 3; 62
2147; "change"; 350; 15; 3; 62
2148; "change"; 350; 35; 3; 62
2149; "change"; 350; 47; 3; 62
2150; "change"; 350; 67; 3; 62
2151; "change"; 350; 179; 3; 62
2152; "change"; 350; 195; 3; 62
2153; "change"; 350; 207; 3; 62
2154; "change"; 350; 223; 3; 62
2155; "change"; 350; 241; 3; 62
2156; "change"; 350; 253; 3; 62
2157; "change"; 350; 265; 3; 62
2158; "change"; 350; 273; 3; 62
2159; "change"; 350; 285; 3; 62
2160; "change"; 350; 297; 3; 62
2161; "change"; 350; 309; 3; 62
2162; "change"; 350; 325; 3; 62
2163; "change"; 352; 17; 3; 62
2164; "change"; 352; 37; 3; 62
2165; "change"; 352; 45; 3; 62
2166; "change"; 352; 65; 3; 62
2167; "change"; 352; 85; 3; 62
2168; "change"; 352; 97; 3; 62
2169; "change"; 352; 113; 3; 62
2170; "change"; 352; 125; 3; 62
2171; "change"; 352; 133; 3; 62
2172; "change"; 352; 145; 3; 62
2173; "change"; 352; 177; 3; 62
2174; "change"; 352; 193; 3; 62
2175; "change"; 352; 209; 3; 62
2176; "change"; 352; 225; 3; 62
2177; "change"; 352; 239; 3; 62
2178; "change"; 352; 251; 3; 62
2179; "change"; 352; 263; 3; 62
2180; "change"; 352; 275; 3; 62
2181; "change"; 352; 287; 3; 62
2182; "change"; 352; 299; 3; 62
2183; "change"; 352; 311; 3; 62
2184; "change"; 352; 323; 3; 62
2185; "change"; 354; 87; 3; 62
2186; "change"; 354; 99; 3; 62
2187; "change"; 354; 111; 3; 62
2188; "change"; 354; 123; 3; 62
2189; "change"; 354; 135; 3; 62
2190; "change"; 354; 143; 3; 62
2191; "change"; 354; 153; 3; 62
2192; "change"; 354; 165; 3; 62
2193; "change"; 354; 175; 3; 62
2194; "change"; 354; 191; 3; 62
2195; "change"; 354; 211; 3; 62
2196; "change"; 354; 227; 3; 62
2197; "change"; 354; 237; 3; 62
2198; "change"; 354; 249; 3; 62
2199; "change"; 354; 261; 3; 62
2200; "change"; 354; 277; 3; 62
2201; "change"; 354; 289; 3; 62
2202; "change"; 354; 301; 3; 62
2203; "change"; 354; 313; 3; 62
2204; "change"; 354; 321; 3; 62
2205; "change"; 356; 89; 3; 62
2206; "change"; 356; 101; 3; 62
2207; "change"; 356; 109; 3; 62
2208; "change"; 356; 121; 3; 62
2209; "change"; 356; 155; 3; 62
2210; "change"; 356; 163; 3; 62
2211; "change"; 356; 173; 3; 62
2212; "change"; 356; 189; 3; 62
2213; "change"; 356; 213; 3; 62
2214; "change"; 356; 229; 3; 62
2215; "change"; 364; 89; 3; 62
2216; "change"; 364; 101; 3; 62
2217; "change"; 364; 109; 3; 62
2218; "change"; 364; 121; 3; 62
2219; "change"; 364; 155; 3; 62
2220; "change"; 364; 163; 3; 62
2221; "change"; 364; 173; 3; 62
2222; "change"; 364; 189; 3; 62
2223; "change"; 364; 213; 3; 62
2224; "change"; 364; 229; 3; 62
2225; "change"; 366; 87; 3; 62
2226; "change"; 366; 99; 3; 62
2227; "change"; 366; 111; 3; 62
